Facility ID,Name,City,Site Address,Work Area,# of Attempts,# of Pos Buys,Most Recent was pos,Had AC,In Appeal,Days Since Last Attempt,Priorty,Can Visit
568,SMOKE 614,COLUMBUS,2465 N HIGH ST,8,2,1,0,0,1,5,5,0
569,SMOKE HOUSE PLUS,COLUMBUS,4950 N HIGH ST,6,2,0,0,0,0,28,5,1
570,SMOKE HUB,WORTHINGTON,1119 WORTHINGTON WOODS BLVD,2,2,0,0,0,0,6,5,0
571,SMOKE N GULP,GALLOWAY,5630 HALL RD,11,2,1,0,0,0,30,5,1
572,SMOKE OUTLET,COLUMBUS,1019 W BROAD ST,13,0,0,0,0,0,0,20,1
573,SMOKE OUTLET,COLUMBUS,1635 PARSONS AVE,13,3,1,0,0,0,8,1,0
574,SMOKE OUTLET,COLUMBUS,2471 E DUBLIN GRANVILLE RD,4,3,0,0,0,0,4,1,0
575,SMOKE PALACE,GALLOWAY,5678 W BROAD ST,5,1,0,0,0,0,12,10,0
576,SMOKE PLUS FIVE,COLUMBUS,2671 PALMETTO ST,10,5,1,1,0,0,6,6,0
577,SMOKE SHOP,COLUMBUS,1898 HARD RD,1,2,1,1,0,0,18,10,1
578,SMOKE SHOP,HILLIARD,6520 HAYDEN RUN RD UNIT 4,1,4,1,1,0,1,6,6,0
579,SMOKE SHOP 1,COLUMBUS,1597 W 5TH AVE,8,5,0,0,0,0,19,1,1
580,SMOKE SHOP CIGARS,COLUMBUS,3581 REFUGEE RD,12,2,2,1,1,0,3,10,0
581,SMOKE ZONE SMOKE SHOP,COLUMBUS,1202 N HIGH ST,9,3,2,0,1,1,5,1,0
582,SMOKE ZONE SMOKE SHOP,COLUMBUS,4 E 13TH AVE,8,5,1,0,0,0,5,1,0
583,SMOKER SPIN 1,WESTERVILLE,5462 WESTERVILLE RD,3,2,0,0,0,0,25,5,1
584,SMOKER WORLD,DUBLIN,5043 TUTTLE CROSSING BLVD STE 164,1,5,2,0,0,0,12,1,0
585,SMOKER ZONE,LEWIS CENTER,8927 S OLD STATE RD,1,4,1,1,1,0,15,6,1
586,SMOKER ZONE,GALLOWAY,970 GALLOWAY RD,11,4,3,0,1,0,8,1,0
587,SMOKIE TALKIE,COLUMBUS,1230 DEMOREST RD,11,3,0,0,0,0,11,1,0
588,SMVC STORE,COLUMBUS,855 S WEYANT AVE,11,5,1,0,0,0,21,1,1
589,SNAG DELIVERY RETAIL STORE (OSU),COLUMBUS,1882 N HIGH ST,8,4,0,0,0,0,15,1,1
590,SOUSSY MARKET,COLUMBUS,1950 N 4TH ST UNIT M,8,1,0,0,0,0,1,10,0
591,SOUTH ASIAN BAZAAR,COLUMBUS,1995 MORSE RD,6,4,0,0,0,0,31,1,1
592,SOUTH HIGH MOBIL,COLUMBUS,2727 S HIGH ST,12,3,2,1,0,1,15,6,0
593,SOUTH HIGH SMOKE SHOP,COLUMBUS,3396 S HIGH ST,12,4,1,0,0,0,10,1,0
594,SPARTANS MARKET,COLUMBUS,4992 LINDORA DR,12,3,0,0,0,0,17,1,1
595,SPEEDWAY 1180,COLUMBUS,4494 KENNY RD,5,1,0,0,0,0,13,10,0
596,SPEEDWAY 1193,COLUMBUS,4240 MORSE RD,4,2,0,0,0,0,6,5,0
597,SPEEDWAY 1204,CANAL WINCHESTER,6399 REFUGEE RD,12,3,2,0,1,0,2,1,0
598,SPEEDWAY 1216,COLUMBUS,6175 E LIVINGSTON AVE,7,2,0,0,0,0,28,5,1
599,SPEEDWAY 2034,COLUMBUS,2875 STELZER RD,7,2,0,0,0,0,9,5,0
600,SPEEDWAY 3323,COLUMBUS,1442 N CASSADY AVE,7,4,1,0,0,0,12,1,0
601,SPEEDWAY 3384,COLUMBUS,825 WORTHINGTON WOODS BLVD,2,1,0,0,0,0,13,10,0
602,SPEEDWAY 4275,BLACKLICK,7860 E BROAD ST,7,2,0,0,0,0,9,5,0
603,SPEEDWAY 5117,COLUMBUS,5657 CLEVELAND AVE,3,1,0,0,0,0,20,10,1
604,SPEEDWAY 5128,COLUMBUS,3860 S HIGH ST,12,4,2,0,1,0,19,1,1
605,SPEEDWAY 5235,COLUMBUS,635 WEBER RD,6,3,0,0,0,0,1,1,0
606,SPEEDWAY 5238,GALLOWAY,955 S GALLOWAY RD,11,2,0,0,0,0,28,5,1
607,SPEEDWAY 5284,COLUMBUS,799 N WILSON RD,10,4,2,0,0,1,8,1,0
608,SPEEDWAY 6202,COLUMBUS,744 W 5TH AVE,8,2,0,0,0,0,10,5,0
609,SPEEDWAY 8345,COLUMBUS,4830 N HAMILTON RD,4,5,1,0,0,0,11,1,0
610,SPEEDWAY 9147,COLUMBUS,1434 BETHEL RD,2,1,0,0,0,0,21,10,1
611,SPEEDWAY 9151,COLUMBUS,4901 E MAIN ST,11,5,0,0,0,0,18,1,1
612,SPEEDWAY 9159,COLUMBUS,1790 HENDERSON RD,2,0,0,0,0,0,0,20,1
613,SPEEDWAY 9165,COLUMBUS,3233 REFUGEE RD,12,4,1,0,0,0,17,1,1
614,SPEEDWAY 9249,COLUMBUS,3974 CLEVELAND AVE,6,0,0,0,0,0,5,20,0
615,SPEEDWAY 9263,COLUMBUS,6425 E BROAD ST,7,4,1,0,0,0,34,1,1
616,SPEEDWAY 9265,HILLIARD,2567 WALCUTT RD,5,5,1,0,0,1,4,1,0
617,SPEEDWAY 9268,COLUMBUS,1505 HARRISBURG PIKE,11,1,1,1,0,0,20,15,1
618,SPEEDWAY 9270,REYNOLDSBURG,2775 BRICE RD,7,5,0,0,0,0,10,1,0
619,SPEEDWAY 9281,COLUMBUS,2510 N HIGH ST,8,4,1,0,0,0,20,1,1
620,SPEEDWAY 9283,DUBLIN,5984 SAWMILL RD,2,5,1,1,0,1,17,6,0
621,SPEEDWAY 9298,COLUMBUS,1700 HILLIARD ROME RD,5,4,1,1,0,0,10,6,0
622,SPEEDWAY 9339,COLUMBUS,2965 E MAIN ST,11,5,1,1,0,0,25,6,1
623,SPEEDWAY 9340,COLUMBUS,5735 MAPLE CANYON AVE,4,0,0,0,0,0,0,20,1
624,SPEEDWAY 9356,COLUMBUS,3611 FISHINGER BLVD,5,1,0,0,0,0,25,10,1
625,SPEEDWAY 9371,COLUMBUS,1626 W 5TH AVE,8,0,0,0,0,0,2,20,0
626,SPEEDWAY 9376,LEWIS CENTER,770 POLARIS PKWY,1,3,0,0,0,0,9,1,0
627,SPEEDWAY 9706,COLUMBUS,3304 E BROAD ST,11,5,2,0,0,0,17,1,0
628,SPEEDWAY 9751,COLUMBUS,1165 S HIGH ST,14,4,2,0,0,0,29,1,0
629,SPEEDWAY 9770,COLUMBUS,1103 MORSE RD,6,1,0,0,0,0,2,10,0
630,SPEEDWAY 9775,COLUMBUS,821 E DUBLIN GRANVILLE RD,4,5,0,0,0,0,0,1,1
631,SPEEDY DRIVE THRU & SMOKE,COLUMBUS,2421 SULLIVANT AVE,10,2,0,0,0,0,18,5,1
632,SPEEDY MART,COLUMBUS,1475 S CHAMPION AVE,14,3,0,0,0,0,22,1,1
633,SPEEDY MART,COLUMBUS,3377 E LIVINGSTON AVE,11,2,0,0,0,0,3,5,0
634,SQUARE'S CARRY OUT,COLUMBUS,5870 COLUMBUS SQ,3,1,0,0,0,0,14,10,1
635,STAFFORD'S MARKET,COLUMBUS,2204 PARKWOOD AVE,9,1,0,0,0,0,30,10,1
636,STAR CARRY OUT,COLUMBUS,1565 N 4TH ST,8,1,0,0,0,0,2,10,0
637,STAR MART,COLUMBUS,1910 LOCKBOURNE RD,14,0,0,0,0,0,0,20,1
638,STEELE AVENUE MARKET,COLUMBUS,2552 STEELE AVE,10,2,1,0,0,0,34,5,1
639,STELZER FOOD EXPRESS,COLUMBUS,755 STELZER RD,11,2,0,0,0,0,35,5,1
640,STOP-N-SHOP MARKET,COLUMBUS,1858 LOCKBOURNE RD,14,3,1,0,0,1,27,1,0
641,STRAIGHT UP SMOKE SHOP & FOOD MART,COLUMBUS,1290 S HIGH ST,14,2,1,1,0,0,9,10,0
642,SULLIVANT BP,COLUMBUS,2800 SULLIVANT AVE,10,3,0,0,0,0,23,1,1
643,SUNOCO,COLUMBUS,1010 HARMON AVE,13,3,0,0,0,0,25,1,1
644,SUNOCO,COLUMBUS,1690 S HIGH ST,13,3,0,0,0,0,20,1,1
645,SUNOCO,COLUMBUS,3034 E BROAD ST,11,5,1,0,0,0,18,1,1
646,SUNOCO,COLUMBUS,726 W BROAD ST,13,1,0,0,0,0,35,10,1
647,SUNOCO,COLUMBUS,993 KING AVE,8,5,1,0,0,1,12,1,0
648,SUNOCO GAS,COLUMBUS,2570 N HIGH ST,8,5,3,0,1,1,19,1,0
649,SUNOCO GAS,COLUMBUS,4840 SINCLAIR RD,4,5,1,0,0,1,11,1,0
650,SUNOCO WEST BROAD,COLUMBUS,2725 W BROAD ST,10,5,0,0,0,0,2,1,0
651,SUNSHINE FOOD MARKET,COLUMBUS,5880 NORTHMEADOWS BLVD UNIT A,4,5,1,0,0,1,17,1,0
652,SUNSHINE GROCERY,COLUMBUS,4583 MORSE CENTER RD,4,4,1,1,0,0,16,6,1
653,SUPER FOOD MART,COLUMBUS,3166 N HIGH ST,6,4,1,1,0,1,13,6,0
654,SUPER SPEEDY,COLUMBUS,1585 E DUBLIN GRANVILLE RD,4,4,2,1,1,1,1,6,0
655,SUPER USA 202,COLUMBUS,980 DEMOREST RD,10,0,0,0,0,0,14,20,1
656,TAMARACK SUNOCO,COLUMBUS,1886 TAMARACK CIR S,4,1,0,0,0,0,5,10,0
657,TARA SUPER,COLUMBUS,2131 CLEVELAND AVE,9,5,0,0,0,0,11,1,0
658,THE DRUG STORE,COLUMBUS,2940 GROVEPORT RD,12,3,0,0,0,0,23,1,1
659,THE EXHALE SHOP MARKET,COLUMBUS,1640 E DUBLIN GRANVILLE RD STE 7,3,5,1,0,0,1,5,1,0
660,THE JOINT,COLUMBUS,1186 N HIGH ST,9,1,0,0,0,0,11,10,0
661,THE SPACE STATION SMOKE SHOP,COLUMBUS,773 PARSONS AVE,14,3,1,0,0,0,21,1,1
662,THE SPOT BAR,COLUMBUS,5999 E LIVINGSTON AVE,7,3,0,0,0,0,35,1,1
663,THIRSTY DRIVE THRU,COLUMBUS,4027 E LIVINGSTON AVE,11,2,1,0,0,0,26,5,1
664,THORNTON #501,COLUMBUS,2333 N WILSON RD,5,1,0,0,0,0,3,10,0
665,THORNTONS #36,COLUMBUS,4600 WINCHESTER PIKE,12,4,0,0,0,0,29,1,1
666,THORNTONS #66,COLUMBUS,1771 NORTON RD,11,2,0,0,0,0,20,5,1
667,THORTON #500,COLUMBUS,3898 ALUM CREEK DR,12,3,1,0,0,0,23,1,1
668,THREE STAR FOOD MART,COLUMBUS,1107 E WEBER RD,6,3,0,0,0,0,16,1,1
669,THURBER VILLAGE MARKET,COLUMBUS,660 NEIL AVE,9,5,0,0,0,0,28,1,1
670,TINDER BOX #378,DUBLIN,5881-87 KARRIC SQUARE DR,5,1,0,0,0,0,35,10,1
671,TINDER BOX #408,COLUMBUS,4028 TOWNSFAIR WY,7,4,3,0,1,0,33,1,0
672,TO THE MOON SMOKE & VAPE,COLUMBUS,3329 E BROAD ST,11,1,0,0,0,0,33,10,1
673,TO THE MOON SMOKE & VAPE,WESTERVILLE,8293 MARKET EXCHANGE DR,2,4,0,0,0,0,28,1,1
674,TOBACCO DISCOUNTER,COLUMBUS,2139 EAKIN RD,11,2,0,0,0,0,18,5,1
675,TOBACCO DISCOUNTERS,COLUMBUS,208 GRACELAND BLVD,6,1,0,0,0,0,27,10,1
676,TOBACCO DISCOUNTERS,COLUMBUS,3767 S HIGH ST,12,1,0,0,0,0,31,10,1
677,TOBACCO FOR LESS,COLUMBUS,2410 N HIGH ST,8,1,0,0,0,0,24,10,1
678,TOBACCO INTERNATIONAL,COLUMBUS,18 E 13TH AVE,8,1,0,0,0,0,9,10,0
679,TOBACCO OUTLET,COLUMBUS,5769 CLEVELAND AVE,3,2,1,1,0,0,21,10,1
680,TOBACCO OUTLET III,COLUMBUS,2807 W BROAD ST,10,3,2,0,1,0,29,1,1
681,TOBACCO PLUS,COLUMBUS,2966 HAYDEN RD,5,5,3,0,0,0,11,1,0
682,TOBACCO PLUS,COLUMBUS,3520 CLIME RD,11,2,0,0,0,0,23,5,1
683,TOBACCO PLUS CLINTONVILLE,COLUMBUS,4672 INDIANOLA AVE,6,3,0,0,0,0,30,1,1
684,TOBACCO PLUS MINI MART,WESTERVILLE,6457 N HAMILTON RD,4,2,0,0,0,0,10,5,0
685,TOBACO SHOP DRIVE THRU,COLUMBUS,1500 W BROAD ST,13,5,1,0,0,1,20,1,0
686,TOKE N' JOKE HEADSHOP,COLUMBUS,1641 SULLIVANT AVE,10,5,0,0,0,0,23,1,1
687,TOP NOTCH VAPOR,COLUMBUS,3496 W DUBLIN - GRANVILLE RD,1,4,0,0,0,0,19,1,1
688,TRABUE FOOD MART,COLUMBUS,4111 TRABUE RD,8,1,0,0,0,0,19,10,1
689,TROPICAL TRENDS,COLUMBUS,2594 BETHEL RD,2,5,2,1,1,0,2,6,0
690,TRUE NORTH STORE #602,COLUMBUS,3970 MORSE RD,3,2,2,1,1,0,1,10,0
691,TRUE NORTH STORE #604,COLUMBUS,8500 N HIGH ST,1,5,0,0,0,0,23,1,1
692,TRUE NORTH STORE #605,COLUMBUS,5989 E MAIN ST,7,3,1,1,0,0,15,6,1
693,TRUE NORTH STORE #606,COLUMBUS,1195 MORSE RD,6,1,1,1,0,1,15,15,0
694,TRUE NORTH STORE #608,COLUMBUS,1500 HILLIARD ROME RD,5,4,3,0,1,0,27,1,0
695,TRUE NORTH STORE #609,COLUMBUS,6790 SAWMILL RD,1,5,1,1,0,0,15,6,1
696,TRUE NORTH STORE #610,COLUMBUS,2800 BETHEL RD,2,3,2,0,1,0,18,1,1
697,TRUE NORTH STORE #611,DUBLIN,5340 TUTTLE CROSSING BLVD,1,5,2,1,0,0,25,6,0
698,TRUE NORTH STORE #612,COLUMBUS,631 S HIGH ST,14,5,0,0,0,0,35,1,1
699,TRUE NORTH STORE #675,COLUMBUS,1955 POLARIS PKWY,2,2,1,0,0,0,11,5,0
700,TRUE NORTH STORE #676,HILLIARD,3975 RIDGE MILL DR,5,4,0,0,0,0,3,1,0
701,TRUE NORTH STORE #677,COLUMBUS,2441 LOCKBOURNE RD,12,2,0,0,0,0,30,5,1
702,TURKEY HILL #704,COLUMBUS,2685 N HIGH ST,6,2,0,0,0,0,31,5,1
703,TURKEY HILL #705,COLUMBUS,1953 MORSE RD,6,3,2,0,1,0,14,1,1
704,TURKEY HILL #717,COLUMBUS,950 GEORGESVILLE RD,11,4,0,0,0,0,6,1,0
705,TURKEY HILL MINIT MARKET,DUBLIN,5350 TUTTLE CROSSING BLVD,1,3,0,0,0,0,10,1,0
706,TURKEY HILL MINIT MARKET #706,COLUMBUS,1880 E BROAD ST,13,4,2,1,0,0,22,6,0
707,TURKEY HILL MINIT MARKET #708,COLUMBUS,1425 N CASSADY AVE,9,2,0,0,0,0,16,5,1
708,TURKEY HILL MINIT MARKET #712,COLUMBUS,3900 S HIGH ST,12,2,0,0,0,0,18,5,1
709,TURKEY HILL MINIT MARKET #720,COLUMBUS,2731 WINCHESTER PIKE,12,5,1,0,0,0,26,1,1
710,TURKEY HILL MINIT MARKET STORE #701,COLUMBUS,6195 CLEVELAND AVE,3,1,0,0,0,0,19,10,1
711,TURKEY HILL MINIT MARKETS- TURKEY HILL #600,BLACKLICK,930 N WAGGONER RD,7,4,2,0,1,0,22,1,1
712,UNCLE MAX GAS & FOOD,COLUMBUS,1221 E HUDSON ST,9,5,1,0,0,0,10,1,0
713,UNITED DAIRY FARMERS #612,COLUMBUS,3535 CLIME RD,11,1,0,0,0,0,35,10,1
714,UNITED DAIRY FARMERS #613,WORTHINGTON,2204 W DUBLIN-GRANVILLE RD,3,3,0,0,0,0,21,1,1
715,UNITED DAIRY FARMERS #615,COLUMBUS,5370 N HIGH ST,6,3,1,0,0,0,11,1,0
716,UNITED DAIRY FARMERS #622,COLUMBUS,1930 HARD RD,1,3,0,0,0,0,15,1,1
717,UNITED DAIRY FARMERS #624,DUBLIN,5025 TUTTLE CROSSING BLVD,1,3,0,0,0,0,18,1,1
718,UNITED DAIRY FARMERS #628,COLUMBUS,2094 N HIGH ST,8,4,1,1,0,0,10,6,0
719,UNITED DAIRY FARMERS #632,COLUMBUS,880 N HIGH ST,9,5,0,0,0,0,16,1,1
720,UNITED DAIRY FARMERS #634,COLUMBUS,1680 N HIGH ST,8,2,1,0,0,1,20,5,0
721,UNITED DAIRY FARMERS #635,COLUMBUS,3388 INDIANOLA AVE,6,1,1,1,0,0,22,15,1
722,UNITED DAIRY FARMERS #644,COLUMBUS,3728 KARL RD,6,5,0,0,0,0,32,1,1
723,UNITED DAIRY FARMERS #646,COLUMBUS,1043 W BROAD ST,13,3,1,0,0,0,28,1,1
724,UNITED DAIRY FARMERS #649,COLUMBUS,530 S HAGUE AVE,10,2,0,0,0,0,17,5,1
725,UNITED DAIRY FARMERS #652,WORTHINGTON,7580 WORTH-GALENA RD,2,2,0,0,0,0,0,5,1
726,UNITED DAIRY FARMERS #653,COLUMBUS,8480 N HIGH ST,1,1,0,0,0,0,3,10,0
727,UNITED DAIRY FARMERS #654,REYNOLDSBURG,6525 TUSSING RD,7,1,1,1,0,0,32,15,1
728,UNITED DAIRY FARMERS #656,COLUMBUS,327 E HUDSON ST,8,1,0,0,0,0,35,10,1
729,UNITED DAIRY FARMERS #667,COLUMBUS,4775 SUNBURY RD,7,4,0,0,0,0,4,1,0
730,UNITED DAIRY FARMERS #669,COLUMBUS,901 NORTON RD,11,1,1,1,0,1,3,15,0
731,UNITED DAIRY FARMERS #670,COLUMBUS,1188 N WILSON RD,8,3,1,0,0,0,27,1,1
732,UNITED DAIRY FARMERS #674,COLUMBUS,2191 POLARIS PKWY,2,0,0,0,0,0,0,20,1
733,UNITED DAIRY FARMERS #676,COLUMBUS,1341 GEORGESVILLE RD,11,4,1,0,0,0,14,1,1
734,UNITED DAIRY FARMERS #677,WESTERVILLE,5230 WARNER RD,4,2,0,0,0,0,30,5,1
735,UNITED DAIRY FARMERS #680,DUBLIN,5171 RIGGINS RD,1,4,2,0,1,0,2,1,0
736,UNITED FOOD MART,COLUMBUS,2805 S HIGH ST,12,5,1,0,0,1,3,1,0
737,UNIVERSITY MARATHON,COLUMBUS,1584 SUMMIT ST,8,1,0,0,0,0,4,10,0
738,UP IN SMOKE SHOP,COLUMBUS,2926 S HIGH ST,12,4,0,0,0,0,25,1,1
739,US FOOD MART,COLUMBUS,1975 W MOUND ST,10,4,3,1,1,0,9,6,0
740,USA TOBACCO,COLUMBUS,4967 N HIGH ST,6,1,0,0,0,0,28,10,1
741,VANS CARRYOUT,COLUMBUS,1270 W TOWN ST,13,1,1,1,0,0,5,15,0
742,VAPE STAR,COLUMBUS,6634 SAWMILL RD,1,0,0,0,0,0,0,20,1
743,VAPOR HIGH UP INC,WESTERVILLE,8282 SANCUS BLVD,2,2,1,0,0,1,2,5,0
744,VAPOR MAVEN,COLUMBUS,1345 WORTHINGTON CENTRE DR,2,1,1,1,0,0,1,15,0
745,VAPOR MAVEN,COLUMBUS,1617 GEORGESVILLE SQUARE DR,11,1,1,1,0,0,19,15,1
746,VAPORFI,COLUMBUS,1077 POLARIS PKWY,1,3,1,0,0,0,23,1,1
747,VILLAGE CIGARS,COLUMBUS,1044 S HIGH ST,14,5,2,0,1,0,13,1,0
748,WAGGONER FOOD MART,BLACKLICK,7700 KENNEDY RD,7,2,0,0,0,0,26,5,1
749,WAHBI EXPRESS,COLUMBUS,436 N CHAMPION AVE,13,5,3,1,1,0,10,6,0
750,WALGREENS  #06119,BLACKLICK,7900 E BROAD ST,7,1,0,0,0,0,35,10,1
751,WALGREENS #01317,COLUMBUS,3445 S HIGH ST,12,1,1,1,0,1,14,15,0
752,WALGREENS #07368,COLUMBUS,4890 N HIGH ST,6,4,1,0,0,0,9,1,0
753,WALGREENS #07523,GALLOWAY,5690 W BROAD ST,5,2,0,0,0,0,1,5,0
754,WALGREENS #07525,COLUMBUS,2150 E DUBLIN GRANVILLE RD,3,2,0,0,0,0,13,5,0
755,WALGREENS #09093,COLUMBUS,5195 N HAMILTON RD,4,2,0,0,0,0,31,5,1
756,WALGREENS #09540,COLUMBUS,4530 KENNY RD,3,5,1,0,0,0,20,1,1
757,WALGREENS #09541,NEW ALBANY,5555 NEW ALBANY RD E,4,3,0,0,0,0,28,1,1
758,WALGREENS #10050,COLUMBUS,6201 E BROAD ST,7,3,3,1,1,0,16,6,0
759,WALGREENS #12083,COLUMBUS,1444 W 5TH AVE,8,1,0,0,0,0,17,10,1
760,WALGREENS #13007,COLUMBUS,1040 POLARIS PKWY,1,3,2,0,1,0,6,1,0
761,WALGREENS #21398,COLUMBUS,1782 N HIGH ST,8,2,1,0,0,0,31,5,1
762,WALGREENS #6273,COLUMBUS,3015 E LIVINGSTON AVE,11,5,2,0,1,0,33,1,1
763,WALGREENS #6378,COLUMBUS,2770 W BROAD ST,10,5,1,0,0,0,29,1,1
764,WALGREENS #6981,COLUMBUS,1280 DEMOREST RD,11,1,1,1,0,0,26,15,1
765,WEBER MARKET,COLUMBUS,727 E WEBER RD,6,0,0,0,0,0,26,20,1
766,WEBER ROAD MARKET,COLUMBUS,900 E WEBER RD,6,3,0,0,0,0,7,1,0
767,WEST BROAD CARRY OUT,COLUMBUS,1485 W BROAD ST,13,1,0,0,0,0,19,10,1
768,WEST BROAD SHELL/OB,COLUMBUS,1000 W BROAD ST,13,4,0,0,0,0,11,1,0
769,WEST HENDERSON MARKET,COLUMBUS,2264 W HENDERSON RD,5,2,1,1,0,1,27,10,0
770,WHEATLAND FOOD MART,COLUMBUS,1432 MT VERNON AVE,13,5,1,0,0,0,29,1,1
771,WILLYS MARKET,COLUMBUS,1917 HAMILTON AVE,9,1,0,0,0,0,20,10,1
772,WILSON MARKET,COLUMBUS,1081 E WHITTIER ST,14,0,0,0,0,0,0,20,1
773,WILSON MARKET,COLUMBUS,179 WILSON AVE,14,0,0,0,0,0,0,20,1
774,WINE & BREW EMPORIUM,WESTERVILLE,6154 S SUNBURY RD UNIT B,4,1,0,0,0,0,2,10,0
775,WOODLAND EXPRESS,COLUMBUS,1785 WOODLAND AVE,9,5,0,0,0,0,3,1,0
776,WORTHINGTON MARATHON,WORTHINGTON,911 HIGH ST,3,4,0,0,0,0,10,1,0
777,YATES BEVERAGE CENTER,COLUMBUS,5773 CLEVELAND AVE,3,1,1,1,0,1,22,15,0
778,YBB MARKET,COLUMBUS,2900 WESTERVILLE RD,6,2,0,0,0,0,1,5,0
779,YOUR BOYZ SMOKE SHOP,COLUMBUS,2357 W BROAD ST,10,4,1,0,0,0,9,1,0
780,ZACK'S CORNER STOP,COLUMBUS,1055 E WEBER RD,6,3,1,0,0,0,3,1,0
781,ZIGGY'S DRIVE THRU,COLUMBUS,350 W 3RD AVE,9,0,0,0,0,0,0,20,1
782,ZIP THRU 2 BEER & WINE,COLUMBUS,1146 NORTON RD,11,1,0,0,0,0,35,10,1
