Record ID,Name,City,Name2,Site Address,Class 1,# of Attempts,# of Pos Buys,Most Recent was pos,Had AC,In Appeal,Days Since Last Attempt,Priorty,Can Visit,
PR0048488,KIMS MARKET 1ST FLOOR ONLY,COLUMBUS,RAYAN MARKET INC,1327 E LIVINGSTON AVE,14,2,1,0,0,0,9,5,0,
PR0048074,FAMILY DRIVE THRU,COLUMBUS,FAMILY DRIVE THRU CORP,1535 E LIVINGSTON AVE,14,5,0,0,0,0,15,1,1,
PR0047831,WILSON MARKET,COLUMBUS,1081 WHITTIER INC,1081 E WHITTIER ST,14,0,0,0,0,0,0,20,1,
PR0046783,EXPRESS DRIVE THRU,COLUMBUS,ANT-  LOCKBOURNE LLC,1925 LOCKBOURNE RD,14,1,0,0,0,0,26,10,1,
PR0045666,CRUZ & BOOZE DRIVE THRU,COLUMBUS,LAHORE MALWANA INC,1511 FREBIS AVE,14,1,0,0,0,0,6,10,0,
PR0045653,LOCKBOURNE SUNOCO,COLUMBUS,SIRIN MART INC,1711 LOCKBOURNE RD,14,0,0,0,0,0,0,20,1,
PR0043120,LION'S DEN - BEXLEY RETAIL 47 LLC,COLUMBUS,BEXLEY RETAIL 47 LLC,1144 ALUM CREEK DR,14,2,0,0,0,0,4,5,0,
PR0039728,LIVINGSTON MARKET,COLUMBUS,SAOOD INC,1619 E LIVINGSTON AVE,14,5,1,0,0,1,25,1,0,
PR0039676,STOP-N-SHOP MARKET,COLUMBUS,"TAHA STORE, INC",1858 LOCKBOURNE RD,14,3,1,0,0,1,27,1,0,
PR0039465,FAMILY DOLLAR STORE #20973,COLUMBUS,FAMILY DOLLAR STORES OF OHIO LLC,2052 LOCKBOURNE RD,14,1,0,0,0,0,34,10,1,
PR0039369,J & N CARRYOUT,COLUMBUS,SOUTHEAST FOOD MARKET INC,1541 E WHITTIER ST,14,1,0,0,0,0,9,10,0,
PR0039400,FAMILY DOLLAR STORE #26750,COLUMBUS,FAMILY DOLLAR STORES OF OHIO LLC,1600 LOCKBOURNE RD,14,1,0,0,0,0,22,10,1,
PR0039243,CERTIFIED OIL #235,COLUMBUS,CERTIFIED OIL CORPORATION,1950 LOCKBOURNE RD,14,5,0,0,0,0,35,1,1,
PR0039165,DOLLAR GENERAL #13063,COLUMBUS,DOLGEN MIDWEST LLC/OB,2012 LOCKBOURNE RD,14,3,0,0,0,0,15,1,1,
PR0039202,CONVENIENT PLUS FOOD MART,COLUMBUS,MONI & SAMI LLC,1475 E LIVINGSTON AVE,14,5,1,0,0,0,14,1,1,
PR0039204,CONVENIENT PLUS FOOD MART,COLUMBUS,S EMAN INC,1541 FREBIS AVE,14,1,0,0,0,0,13,10,0,
PR0055518,BUSHMAN MARKETS,COLUMBUS,1145 MARKET LLC,1145 PARSONS AVE,14,5,1,0,0,0,33,1,1,
PR0051998,JHORNZ ENTERTAINMENT STUDIOS,COLUMBUS,JHORNZ ENTERTAINMENT STUDIOS LLC,1142 S HIGH ST,14,3,2,0,0,1,19,1,0,
PR0048297,BEER DOCK,COLUMBUS,FREBIS BLACK IRIS INC,414 FREBIS AVE,14,4,2,0,0,0,29,1,0,
PR0048058,VILLAGE CIGARS,COLUMBUS,VILLAGE CIGARS CORPORATION,1044 S HIGH ST,14,5,2,0,1,0,13,1,0,
PR0046958,STRAIGHT UP SMOKE SHOP & FOOD MART,COLUMBUS,STRAIGHT UP FOOD MART LLC,1290 S HIGH ST,14,2,1,1,0,0,9,10,0,
PR0044853,SHATTER HOUSE,COLUMBUS,BRADLEY GREGORY,1216 PARSONS AVE,14,5,1,0,0,0,2,1,0,
PR0040453,KROGER FUEL CENTER #893,COLUMBUS,KROGER CO,1415 PARSONS AVE,14,2,1,1,0,0,15,10,1,
PR0039583,KROGER #893,COLUMBUS,KROGER CO,1441 PARSONS AVE,14,4,1,0,0,0,25,1,1,
PR0039423,PARSONS MARATHON,COLUMBUS,K K SUNOCO INC,959 PARSONS AVE,14,3,1,0,0,0,21,1,1,
PR0039563,SPEEDWAY 9751,COLUMBUS,SPEEDWAY LLC,1165 S HIGH ST,14,4,2,0,0,0,29,1,0,
PR0039267,DUCHESS HIGH & GREENLAWN #1615,COLUMBUS,ENGLEFIELD INC,1091 S HIGH ST,14,5,1,0,0,0,30,1,1,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
